Category;SubCategory;Acronym;Organisation-FR;Description;Address;Apartment;City;Province;Postal Code;Métro;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;OpenHours;Phone1;Phone2;Fax;Website;Email;Notes
LegalAid;CommunityLegalClinics;;CELO;"Le CELO est heureux de vous accueillir, et nous l'espérons, de vous compter parmi ses participants. Sur ce site, nous vous présentons le CELO, plus particulièrement en tant qu'organisme avec ses actions communautaires et ses activités de loisir ouvertes à l'inscription. Le CELO mène aussi des projets spécifiques d'action communautaire en direction de participants référés. Même si vous ne pouvez pas vous y inscrire par vous-même, nous vous les présentons dans le menu ""Projets de soutien"" afin de vous permettre de les découvrir et d'avoir ainsi une image plus complète de l'action du CELO.";5347, Côte-des-Neiges, bureau 410;bureau 410;Montréal;Québec;H3T 1Y4;;;;;;;;;;(514) 343-6111 ext. 8967;;;https://www.cclcdn.qc.ca/;;Sur les lundis, jusqu’à avril. Pour prendre RDV, appellez le mercredi précédant entre 10h et 12h30.
LegalAid;CommunityLegalClinics;;Centre des femmes de Montréal - Women’s Centre of Montreal (Femmes seulement);"The mission of the Women's Centre of Montréal is to provide educational and vocational training, as well as information, counselling and referral services to help women help themselves. This non-profit organisation also works to communicate women's concerns to the general public and acts as a catalyst for change regarding women's issues.";3585, rue Saint-Urbain;;Montréal;Québec;H2X 2N6;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;Lundi à vendredi 09h00 à 17h00.;(514) 842-4780;;(514) 842-5613;https://en.centredesfemmesdemtl.org/;spl@centredesfemmesdemtl.org;Par rendez-vous, femmes seulement/ By appointment, women only
LegalAid;CommunityLegalClinics;;Clinique juridique de Pointe Saint-Charles et petite Bourgogne;À titre de Centre local d’aide juridique, nous offrons les services couverts par la Loi sur l’Aide juridique (sauf en matière criminelle et d’immigration) : consultation, conseil juridique, représentation devant les tribunaux, etc, dans plusieurs domaines;2533, rue Centre, bureau 101;bureau 101;Montréal;Québec;H3K 1J9;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi 08h30 à 16h30;(514) 933-8432;;(514) 933-4381;http://www.servicesjuridiques.org/;servjur@bellnet.ca;
LegalAid;CommunityLegalClinics;;Clinique Juridique pour aines (55+);L’ Institut national du droit, de la politique et du vieillissement et sa Clinique juridique des aînés jouent un rôle de pionnier dans le domaine du droit et du vieillissement (droit des aînés) avec leur approche multidisciplinaire qui favorise la conciliation et la gestion de cas.  Leur objectif est de travailler à renforcer et à défendre les droits légaux des personnes âgées et à promouvoir leur dignité, leur autonomie et leur sécurité par la recherche, l’éducation et l’assistance juridique à travers le Québec. Ils privilégient des approches innovantes en matière de justice qui répondent le mieux aux attentes des personnes âgées au sujet de la justice et des moyens pour y parvenir. Leur mission consiste à favoriser la recherche canadienne et la défense des personnes âgées sur des questions juridiques et éthiques, y compris des questions de politique sociale telles que la discrimination, l’exploitation et la maltraitance des aînés.;;;;;;;;;;;;;;;(514) 844-9128 #206;;;http://www.probono-udem.ca/clinique-juridique-aines/;;Clinique mobile, appelez pour verifier l’adresse et pour prendre un rdv. Ils aident avec : immigration, logement, pension, mandats en prevision d’inaptitude, sante, wills, etc.
LegalAid;CommunityLegalClinics;;Clinique juridique – YWCA (Femmes seulement);Le Y des femmes de Montréal, soutenu par sa Fondation, offre des services aux femmes, aux filles et à leurs familles afin qu’elles puissent participer et contribuer à la société à la mesure de leurs capacités. Nous intervenons également auprès des acteurs de la collectivité, pour les sensibiliser aux enjeux d’exclusion, d’inégalité sociale et de genre ainsi qu’à l’ensemble des violences faites aux femmes et aux filles et, par le fait même, améliorer les pratiques.;1355, boulevard René Levesque Ouest (corner Crescent);;Montréal;Québec;H3G 1T3;Lucien L'Allier;;;;;;;;;(514) 866-9941 ext.293;;(514) 866 4866;http://www.ydesfemmesmtl.org/services-la-collectivite/clinique-information-juridique/;infojuridique@ydesfemmesmtl.org;Par rendez-vous, 0-20$ pour une consultation de 30 minutes/By appointment only 30 minutes consultation with a lawyer, $0-20 charge. De septembre à avril, from September to April. Max trois fois par année, three times a year max. Specialités : droit familiale, immigration, criminel, civil, du logement, du travail. Specialties : family, immigration, criminal, civil, housing, work law.
LegalAid;CommunityLegalClinics;;Concertation Femmes (Femmes seulement);"Notre Centre est un lieu d'accueil, de rencontres, d'échanges et de partage où toutes les femmes peuvent se réunir, discuter et créer des liens de solidarité. Cependant, bon nombre d'entre elles sont aux prises avec des difficultés majeures, ce qui requiert un support particulier. Dans une ambiance serviable et chaleureuse, une équipe à l'écoute tente de trouver l'aide appropriée selon les besoins. Le but principal de Concertation-Femme est la sensibilisation à la violence faite aux femmes et l'aide aux victimes afin qu'elles retrouvent leur dignité ainsi que leur autonomie grâce à nos activités mises sur place. Ces activités aident à briser l'isolement des femmes, à améliorer l'état de leur santé psychologique et physique et prévenir la violence conjugale sous toutes ses formes. De ce fait, Concertation-Femme travaille à l'amélioration de la qualité de vie de ces femmes en vue de pallier leur solitude et de développer leur autonomie affective, sociale et/ou financière, et ce, en leur offrant le contexte et le climat favorable à la recherche des solutions. De plus, l'excellent travail de tous nos bénévoles nous permet d'assurer la continuité de nos services et de nos activités. De nombreuses heures de travail des membres de notre Conseil d'administration ont contribué à la bonne gestion du Centre. Également, les bénévoles nous aident au travail de bureau, à la préparation de la Journée des femmes et de l'anniversaire de Concertation-Femme. Le travail généreux des bénévoles est souligné au cours de la Semaine nationale de l'action bénévole au mois d'avril en accordant à tous nos bénévoles des certificats de reconnaissance de Concertation-Femme.";1405, boulevard Henri-Bourassa Ouest, bureau 012;bureau 012;Montréal;Québec;H3M 3B9;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;Lundi à vendredi 09h00 à 17h00.;(514) 336-3733;;(514) 856-2400;http://www.concertationfemme.ca/;info@concertationfemme.ca;Étudiants en droit de septembre à avril, par rendez-vous seulement/ Law students from September to April, by appointment only.
LegalAid;CommunityLegalClinics;;Head and Hands;À deux mains s’efforce de promouvoir le bien-être physique et mental des jeunes. Notre approche est préventive, inclusive, non critique et holistique, avec un engagement fondamental à fournir un environnement de soutien aux jeunes marginalisés. Nous cherchons à autonomiser les jeunes et à faciliter le changement social en fonction des besoins des jeunes au sein de notre communauté et de la société en général.;5833, rue Sherbrooke Ouest, (corner Melrose)P.O. Box 446 Station NDG, H4A 3P5;;;;;Notre Dame de Grace;;09h00-16h30;09h00-16h30;09h00-16h30;09h00-16h30;09h00-16h30;;Ligne ouverte 9h-16h30 lundi à vendredi. Médiation familiale.;(514) 481-0277;;(514) 481-2336;https://headandhands.ca/;info@headandhands.ca;Lawyer appoitments are available to everyone and usually occur on Wednesday and Thursday evenings, appointments with paralegal open only to youth (12-25).
LegalAid;CommunityLegalClinics;;Inform’elle (Information on Family Law);Inform’elle est un organisme à but non lucratif de la Montérégie dont la raison d’être est de rendre accessible et de vulgariser l’information juridique en droit de la famille. Ses services s’adressent à toute la population. L’action sociale d’Inform’elle vise l’autonomie des femmes de même que l’égalité des hommes et des femmes.;3757, rue Mackay;;Saint-Hubert;Québec;J4T 2P6;;;;;;;;;;1 877 443-3442;(450) 443-8221;;https://www.informelle.osbl.ca/;droitpourelle@informelle.osbl.ca;
LegalAid;CommunityLegalClinics;;Pères séparés;Nous sommes un organisme sans but lucratif de référence reconnu par les pères séparés et les hommes dans le contexte de la transition familiale. Nous favorisons le bien-être et la santé des pères et leur engagement auprès des enfants et de la communauté. Sensibiliser, informer et soutenir les pères séparés et les hommes dans la transition de vie liée à la rupture d'union et/ou dans l'exercice de leur rôle parental, et ce, afin de maintenir et même renforcer le lien père-enfant, tout en s'assurant de leur santé et de leur bien-être.;3937, rue Adam;;Montreal;Québec;H1W 2A1;;;10h00-18h00;10h00-18h00;10h00-18h00;10h00-18h00;;;Lundi à jeudi 10h00 à 18h00;(514) 254-6120;;(514) 357-2604;https://www.peres-separes.qc.ca/;psi@peres-separes.qc.ca;Par rendez-vous seulement, frais d’adhesion de 40$/By appointment only, $40 membership fee Lundi à jeudi 10h00 à 18h00. Offrent des services adaptés pour les hommes sourds ou malentendant. Offrent des groupes de soutien et aussi rencontres individuelles.
LegalAid;CommunityLegalClinics;;C.R.A.R.R. (Centre for Research Action on Race Relations);"Le CRARR est un organisme montréalais sans but lucratif et indépendant qui a été fondé en 1983 avec pour mandat de promouvoir l'égalité raciale et de combattre le racisme au Canada. Le CRARR est reconnu comme étant un leader dans le domaine de la lutte contre les discriminations au pays. Le CRARR reçoit l'appui financier et technique de plusieurs institutions et de plus en plus, des particuliers. Le CRARR est membre du Programme de contestation judiciaire du Canada, de la Table de concertation des organismes de service aux personnes réfugiées et immigrantes et du Conseil de presse du Québec. Il est aussi membre du Réseau national sur les médias et la diversité raciale et ethnoculturelle, sur les crimes haineux et sur l'équité en emploi.";460, rue de la Sainte-Catherine Ouest, bureau 610;bureau 610;Montréal;Québec;H3B 1A7;;;;;;;;;;(514) 939-3342;;(514) 939-9763;http://www.crarr.org/;crarr@primus.ca;
LegalAid;Courts;;Cour des petites créances;;1, rue Notre-Dame Est, bureau 3150;bureau 3150;Montréal;Québec;H2Y 1B6;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi 8h30 à 16h30.;(514) 393-2304;(514) 954-3487;;https://www.justice.gouv.qc.ca/vos-differends/les-petites-creances/;pcmtl.med@justice.gouv.qc.ca;Association du jeune barreau de Montréal /Young Bar Association
LegalAid;Courts;;Cour du Québec - Palais de Justice;;1, rue Notre-Dame Est;;Montréal;Québec;H2Y 1B;Place d'Armes;;;;;;;;;1 866 536-5140;(514) 393-2062;;https://www.justice.gouv.qc.ca/nous-joindre/trouver-un-palais-de-justice/palais-de-justice-de-quebec/;;
LegalAid;Courts;;Registraire des entreprises;Le Registraire contribue à la protection des entreprises, des associations et des citoyens dans leurs relations économiques et sociales en appliquant les différentes lois régissant les entreprises et leurs activités.;;;;;;;;;;;;;;;(514) 644-4545;;;http://www.registreentreprises.gouv.qc.ca/en/;;
LegalAid;Courts;;Cour municipale;"La cour municipale de la Ville de Montréal a juridiction sur l’ensemble du territoire en matières civiles, criminelles et pénales et comprend notamment tous les services judiciaires liés au traitement des constats d’infraction de stationnement. Elle relève de la Direction des services judiciaires du Service des affaires juridiques et de l’évaluation foncière et est régie par la Loi sur les cours municipales. La cour municipale de la Ville de Montréal est un tribunal accessible aux citoyens offrant, une justice de proximité efficace et humaine. À ce chapitre, ses activités se déploient en 5 emplacements répartis stratégiquement, représentant 20 salles d’audience, où la cour entend des auditions contestées dans les matières relevant de sa juridiction selon une plage horaire variée, ce qui permet un service personnalisé.";775, rue Gosford;;Montreal;Québec;H2Y 3Z8;Champ de Mars;;;;;;;;;(514) 872-2964;;(514) 872-8271;http://ville.montreal.qc.ca/portal/page?_pageid=5798,39687597&_dad=portal&_schema=PORTAL;;
